"State","Date","Confirmed","Deaths"
"Washington","2021-09-09",594344,6850
"West Virginia","2021-09-09",203403,3189
"Wisconsin","2021-09-09",751195,8589
"Wyoming","2021-09-09",79830,879
"Alabama","2021-09-10",741318,12605
"Alaska","2021-09-10",95175,458
"Arizona","2021-09-10",1042480,19147
"Arkansas","2021-09-10",472136,7199
"California","2021-09-10",4560249,66975
"Colorado","2021-09-10",634888,7274
"Connecticut","2021-09-10",378933,8424
"Delaware","2021-09-10",123958,1900
"District of Columbia","2021-09-10",56966,1165
"Florida","2021-09-10",3452700,48772
"Georgia","2021-09-10",1484274,23741
"Hawaii","2021-09-10",70320,641
"Idaho","2021-09-10",232630,2460
"Illinois","2021-09-10",1564386,26694
"Indiana","2021-09-10",899844,14783
"Iowa","2021-09-10",417152,6337
"Kansas","2021-09-10",388019,5770
"Kentucky","2021-09-10",620356,8003
"Louisiana","2021-09-10",712574,13056
"Maine","2021-09-10",79929,959
"Maryland","2021-09-10",508017,10139
"Massachusetts","2021-09-10",777022,18349
"Michigan","2021-09-10",1088201,21821
"Minnesota","2021-09-10",666496,7985
"Mississippi","2021-09-10",460312,8905
"Missouri","2021-09-10",787268,11341
"Montana","2021-09-10",133715,1834
"Nebraska","2021-09-10",252159,2354
"Nevada","2021-09-10",401901,6702
"New Hampshire","2021-09-10",111111,1441
"New Jersey","2021-09-10",1113165,27039
"New Mexico","2021-09-10",239886,4605
"New York","2021-09-10",2325332,54599
"North Carolina","2021-09-10",1279500,15075
"North Dakota","2021-09-10",121849,1603
"Ohio","2021-09-10",1285757,21671
"Oklahoma","2021-09-10",577312,8208
"Oregon","2021-09-10",296825,3414
"Pennsylvania","2021-09-10",1338313,28535
"Rhode Island","2021-09-10",165849,2793
"South Carolina","2021-09-10",784052,11149
"South Dakota","2021-09-10",136772,2085
"Tennessee","2021-09-10",1124713,13882
"Texas","2021-09-10",3812711,59742
"Utah","2021-09-10",479979,2724
"Vermont","2021-09-10",29735,284
"Virginia","2021-09-10",801827,12036
"Washington","2021-09-10",597732,6918
"West Virginia","2021-09-10",205783,3207
"Wisconsin","2021-09-10",753972,8613
"Wyoming","2021-09-10",80643,879
"Alabama","2021-09-11",745812,12673
"Alaska","2021-09-11",95175,458
"Arizona","2021-09-11",1045835,19183
"Arkansas","2021-09-11",473885,7232
"California","2021-09-11",4568673,67058
"Colorado","2021-09-11",634888,7274
"Connecticut","2021-09-11",378933,8424
"Delaware","2021-09-11",124575,1900
"District of Columbia","2021-09-11",56966,1165
"Florida","2021-09-11",3452700,48772
"Georgia","2021-09-11",1484274,23741
"Hawaii","2021-09-11",71156,653
"Idaho","2021-09-11",233577,2472
"Illinois","2021-09-11",1564386,26694
"Indiana","2021-09-11",899844,14783
"Iowa","2021-09-11",421168,6337
"Kansas","2021-09-11",388019,5770
"Kentucky","2021-09-11",620356,8003
"Louisiana","2021-09-11",712574,13056
"Maine","2021-09-11",80513,961
"Maryland","2021-09-11",509393,10159
"Massachusetts","2021-09-11",777022,18349
"Michigan","2021-09-11",1088201,21821
"Minnesota","2021-09-11",666496,7985
"Mississippi","2021-09-11",460312,8905
"Missouri","2021-09-11",790011,11357
"Montana","2021-09-11",133715,1834
"Nebraska","2021-09-11",253080,2356
"Nevada","2021-09-11",401901,6702
"New Hampshire","2021-09-11",111111,1441
"New Jersey","2021-09-11",1115659,27054
"New Mexico","2021-09-11",239886,4605
"New York","2021-09-11",2331615,54636
"North Carolina","2021-09-11",1279500,15075
"North Dakota","2021-09-11",122351,1605
"Ohio","2021-09-11",1294162,21700
"Oklahoma","2021-09-11",577312,8208
"Oregon","2021-09-11",296825,3414
"Pennsylvania","2021-09-11",1342953,28564
"Rhode Island","2021-09-11",165849,2793
"South Carolina","2021-09-11",784052,11149
"South Dakota","2021-09-11",136772,2085
"Tennessee","2021-09-11",1124713,13882
"Texas","2021-09-11",3821518,60061
"Utah","2021-09-11",479979,2724
"Vermont","2021-09-11",29934,287
"Virginia","2021-09-11",801827,12036
"Washington","2021-09-11",597732,6918
"West Virginia","2021-09-11",208045,3207
"Wisconsin","2021-09-11",753972,8613
"Wyoming","2021-09-11",80643,879
"Alabama","2021-09-12",747606,12676
"Alaska","2021-09-12",95175,458
"Arizona","2021-09-12",1048600,19187
"Arkansas","2021-09-12",475001,7267
"California","2021-09-12",4574888,67100
"Colorado","2021-09-12",634888,7274
"Connecticut","2021-09-12",378933,8424
"Delaware","2021-09-12",125105,1900
"District of Columbia","2021-09-12",56966,1165
"Florida","2021-09-12",3452700,48772
"Georgia","2021-09-12",1484274,23741
"Hawaii","2021-09-12",71891,660
"Idaho","2021-09-12",233907,2472
"Illinois","2021-09-12",1564386,26694
"Indiana","2021-09-12",899844,14783
"Iowa","2021-09-12",421168,6337
"Kansas","2021-09-12",388019,5770
"Kentucky","2021-09-12",620356,8003
"Louisiana","2021-09-12",712574,13056
"Maine","2021-09-12",80513,961
"Maryland","2021-09-12",510543,10176
"Massachusetts","2021-09-12",777022,18349
"Michigan","2021-09-12",1088201,21821
"Minnesota","2021-09-12",666496,7985
"Mississippi","2021-09-12",460312,8905
"Missouri","2021-09-12",791678,11360
"Montana","2021-09-12",133715,1834
"Nebraska","2021-09-12",253080,2356
"Nevada","2021-09-12",401901,6702
"New Hampshire","2021-09-12",111111,1441
"New Jersey","2021-09-12",1117506,27058
"New Mexico","2021-09-12",239886,4605
"New York","2021-09-12",2335720,54656
"North Carolina","2021-09-12",1279500,15075
"North Dakota","2021-09-12",122559,1605
"Ohio","2021-09-12",1298625,21723
"Oklahoma","2021-09-12",577312,8208
"Oregon","2021-09-12",296825,3414
"Pennsylvania","2021-09-12",1346619,28564
"Rhode Island","2021-09-12",165849,2793
"South Carolina","2021-09-12",784052,11149
"South Dakota","2021-09-12",136772,2085
"Tennessee","2021-09-12",1124713,13882
"Texas","2021-09-12",3823937,60202
"Utah","2021-09-12",479979,2724
"Vermont","2021-09-12",30114,287
"Virginia","2021-09-12",801827,12036
"Washington","2021-09-12",597732,6918
"West Virginia","2021-09-12",210289,3207
"Wisconsin","2021-09-12",753972,8613
"Wyoming","2021-09-12",80643,879
"Alabama","2021-09-13",750298,12678
"Alaska","2021-09-13",96635,459
"Arizona","2021-09-13",1050878,19187
"Arkansas","2021-09-13",475647,7298
"California","2021-09-13",4590241,67221
"Colorado","2021-09-13",640380,7302
"Connecticut","2021-09-13",380281,8424
"Delaware","2021-09-13",125549,1900
"District of Columbia","2021-09-13",57771,1165
"Florida","2021-09-13",3452700,49251
"Georgia","2021-09-13",1500176,23900
"Hawaii","2021-09-13",72352,660
"Idaho","2021-09-13",235343,2485
"Illinois","2021-09-13",1573538,26800
"Indiana","2021-09-13",910013,14848
"Iowa","2021-09-13",421168,6337
"Kansas","2021-09-13",390869,5777
"Kentucky","2021-09-13",630299,8071
"Louisiana","2021-09-13",712574,13056
"Maine","2021-09-13",80513,961
"Maryland","2021-09-13",511646,10189
"Massachusetts","2021-09-13",782107,18368
"Michigan","2021-09-13",1095200,21854
"Minnesota","2021-09-13",669176,7996
"Mississippi","2021-09-13",464075,8976
"Missouri","2021-09-13",793070,11361
"Montana","2021-09-13",134935,1842
"Nebraska","2021-09-13",253080,2356
"Nevada","2021-09-13",404740,6728
"New Hampshire","2021-09-13",112326,1443
"New Jersey","2021-09-13",1119051,27079
"New Mexico","2021-09-13",241663,4619
"New York","2021-09-13",2340950,54693
"North Carolina","2021-09-13",1303390,15247
"North Dakota","2021-09-13",122736,1605
"Ohio","2021-09-13",1304193,21747
"Oklahoma","2021-09-13",584962,8208
"Oregon","2021-09-13",301504,3446
"Pennsylvania","2021-09-13",1350719,28568
"Rhode Island","2021-09-13",166811,2802
"South Carolina","2021-09-13",802328,11306
"South Dakota","2021-09-13",137300,2089
"Tennessee","2021-09-13",1154966,13999
"Texas","2021-09-13",3843407,60330
"Utah","2021-09-13",484192,2740
"Vermont","2021-09-13",30264,288
"Virginia","2021-09-13",811079,12089
"Washington","2021-09-13",607160,6981
"West Virginia","2021-09-13",211706,3238
"Wisconsin","2021-09-13",757913,8632
"Wyoming","2021-09-13",81825,879
"Alabama","2021-09-14",754242,12718
"Alaska","2021-09-14",97326,466
"Arizona","2021-09-14",1053487,19304
"Arkansas","2021-09-14",477191,7334
"California","2021-09-14",4599271,67298
"Colorado","2021-09-14",642360,7320
"Connecticut","2021-09-14",381331,8446
"Delaware","2021-09-14",125798,1902
"District of Columbia","2021-09-14",58146,1167
"Florida","2021-09-14",3453390,49254
"Georgia","2021-09-14",1507503,24028
"Hawaii","2021-09-14",72775,660
"Idaho","2021-09-14",237000,2505
"Illinois","2021-09-14",1578198,26840
"Indiana","2021-09-14",913528,14940
"Iowa","2021-09-14",425194,6337
"Kansas","2021-09-14",390880,5777
"Kentucky","2021-09-14",634298,8095
"Louisiana","2021-09-14",717224,13120
"Maine","2021-09-14",81177,969
"Maryland","2021-09-14",512740,10205
"Massachusetts","2021-09-14",783750,18392
"Michigan","2021-09-14",1095200,21854
"Minnesota","2021-09-14",673774,8008
"Mississippi","2021-09-14",466145,9061
"Missouri","2021-09-14",795287,11483
"Montana","2021-09-14",136175,1847
"Nebraska","2021-09-14",253080,2356
"Nevada","2021-09-14",406212,6763
"New Hampshire","2021-09-14",112747,1448
"New Jersey","2021-09-14",1121089,27101
"New Mexico","2021-09-14",242399,4631
"New York","2021-09-14",2345068,54733
"North Carolina","2021-09-14",1308150,15305
"North Dakota","2021-09-14",123104,1608
"Ohio","2021-09-14",1311518,21762
"Oklahoma","2021-09-14",585721,8208
"Oregon","2021-09-14",303532,3490
"Pennsylvania","2021-09-14",1354451,28651
"Rhode Island","2021-09-14",167245,2808
"South Carolina","2021-09-14",806597,11349
"South Dakota","2021-09-14",138292,2093
"Tennessee","2021-09-14",1160055,14126
"Texas","2021-09-14",3870934,60423
"Utah","2021-09-14",485466,2753
"Vermont","2021-09-14",30376,291
"Virginia","2021-09-14",814738,12118
"Washington","2021-09-14",609911,7037
"West Virginia","2021-09-14",213179,3261
"Wisconsin","2021-09-14",760401,8646
"Wyoming","2021-09-14",82463,918
"Alabama","2021-09-15",757893,12784
"Alaska","2021-09-15",98419,468
"Arizona","2021-09-15",1055919,19333
"Arkansas","2021-09-15",479110,7362
"California","2021-09-15",4607841,67482
"Colorado","2021-09-15",644419,7346
"Connecticut","2021-09-15",381732,8447
"Delaware","2021-09-15",126050,1911
"District of Columbia","2021-09-15",58440,1167
"Florida","2021-09-15",3464113,49257
"Georgia","2021-09-15",1513670,24263
"Hawaii","2021-09-15",73268,671
"Idaho","2021-09-15",238315,2560
"Illinois","2021-09-15",1582392,26884
"Indiana","2021-09-15",918230,15011
"Iowa","2021-09-15",428517,6401
"Kansas","2021-09-15",394612,5805
"Kentucky","2021-09-15",639687,8144
"Louisiana","2021-09-15",721795,13318
"Maine","2021-09-15",81955,976
"Maryland","2021-09-15",513929,10217
"Massachusetts","2021-09-15",786627,18407
"Michigan","2021-09-15",1102957,21920
"Minnesota","2021-09-15",676505,8049
"Mississippi","2021-09-15",468498,9100
"Missouri","2021-09-15",797899,11503
"Montana","2021-09-15",137389,1858
"Nebraska","2021-09-15",255611,2365
"Nevada","2021-09-15",407258,6789
"New Hampshire","2021-09-15",113291,1452
"New Jersey","2021-09-15",1123364,27122
"New Mexico","2021-09-15",243085,4649
"New York","2021-09-15",2349898,54767
"North Carolina","2021-09-15",1315427,15405
"North Dakota","2021-09-15",124047,1612
"Ohio","2021-09-15",1319265,21781
"Oklahoma","2021-09-15",587687,8440
"Oregon","2021-09-15",305560,3536
"Pennsylvania","2021-09-15",1359263,28696
"Rhode Island","2021-09-15",167653,2809
"South Carolina","2021-09-15",809779,11483
"South Dakota","2021-09-15",138860,2094
"Tennessee","2021-09-15",1167290,14217
"Texas","2021-09-15",3890444,60830
"Utah","2021-09-15",487351,2764
"Vermont","2021-09-15",30584,292
"Virginia","2021-09-15",818804,12170
"Washington","2021-09-15",613670,7089
"West Virginia","2021-09-15",214984,3296
"Wisconsin","2021-09-15",764338,8666
"Wyoming","2021-09-15",82897,918
"Alabama","2021-09-16",761865,12856
"Alaska","2021-09-16",99472,468
"Arizona","2021-09-16",1058774,19360
"Arkansas","2021-09-16",480934,7395
"California","2021-09-16",4618057,67668
"Colorado","2021-09-16",646605,7349
"Connecticut","2021-09-16",382798,8447
"Delaware","2021-09-16",126604,1913
"District of Columbia","2021-09-16",58649,1167
"Florida","2021-09-16",3473873,50811
"Georgia","2021-09-16",1519522,24460
"Hawaii","2021-09-16",73856,679
"Idaho","2021-09-16",239533,2600
"Illinois","2021-09-16",1586741,26925
"Indiana","2021-09-16",922320,15046
"Iowa","2021-09-16",429078,6401
"Kansas","2021-09-16",394633,5805
"Kentucky","2021-09-16",644563,8206
"Louisiana","2021-09-16",723458,13366
"Maine","2021-09-16",82607,979
"Maryland","2021-09-16",515259,10238
"Massachusetts","2021-09-16",788775,18423
"Michigan","2021-09-16",1102957,21920
"Minnesota","2021-09-16",678978,8063
"Mississippi","2021-09-16",471092,9165
"Missouri","2021-09-16",800584,11515
"Montana","2021-09-16",138493,1865
"Nebraska","2021-09-16",256906,2368
"Nevada","2021-09-16",408733,6821
"New Hampshire","2021-09-16",113903,1452
"New Jersey","2021-09-16",1126322,27148
"New Mexico","2021-09-16",243962,4662
"New York","2021-09-16",2356680,54809
"North Carolina","2021-09-16",1322587,15520
"North Dakota","2021-09-16",124620,1616
"Ohio","2021-09-16",1327614,21795
"Oklahoma","2021-09-16",589950,8440
"Oregon","2021-09-16",307768,3547
"Pennsylvania","2021-09-16",1365049,28768
"Rhode Island","2021-09-16",167975,2810
"South Carolina","2021-09-16",814254,11532
"South Dakota","2021-09-16",139412,2097
"Tennessee","2021-09-16",1171722,14278
"Texas","2021-09-16",3908248,61205
"Utah","2021-09-16",489236,2779
"Vermont","2021-09-16",30922,294
"Virginia","2021-09-16",822985,12207
"Washington","2021-09-16",616871,7145
"West Virginia","2021-09-16",217119,3313
"Wisconsin","2021-09-16",768318,8682
"Wyoming","2021-09-16",83643,918
"Alabama","2021-09-17",764839,13048
"Alaska","2021-09-17",100360,469
"Arizona","2021-09-17",1061604,19379
"Arkansas","2021-09-17",482743,7412
"California","2021-09-17",4627975,67781
"Colorado","2021-09-17",648642,7374
"Connecticut","2021-09-17",384342,8463
"Delaware","2021-09-17",127222,1913
"District of Columbia","2021-09-17",58851,1167
"Florida","2021-09-17",3528698,51240
"Georgia","2021-09-17",1525114,24577
"Hawaii","2021-09-17",74437,694
"Idaho","2021-09-17",241263,2613
"Illinois","2021-09-17",1590342,26979
"Indiana","2021-09-17",926604,15083
"Iowa","2021-09-17",429078,6401
"Kansas","2021-09-17",397842,5868
"Kentucky","2021-09-17",649691,8251
"Louisiana","2021-09-17",725637,13418
"Maine","2021-09-17",83322,981
"Maryland","2021-09-17",516784,10250
"Massachusetts","2021-09-17",790953,18445
"Michigan","2021-09-17",1109643,21997
"Minnesota","2021-09-17",681613,8076
"Mississippi","2021-09-17",473413,9214
"Missouri","2021-09-17",803132,11533
"Montana","2021-09-17",139712,1877
"Nebraska","2021-09-17",257787,2371
"Nevada","2021-09-17",410104,6845
"New Hampshire","2021-09-17",114322,1457
"New Jersey","2021-09-17",1128696,27165
"New Mexico","2021-09-17",244720,4675
"New York","2021-09-17",2362682,54846
"North Carolina","2021-09-17",1330492,15615
"North Dakota","2021-09-17",125110,1617
"Ohio","2021-09-17",1336061,21805
"Oklahoma","2021-09-17",592074,8440
"Oregon","2021-09-17",309841,3569
"Pennsylvania","2021-09-17",1370247,28812
"Rhode Island","2021-09-17",168449,2812
"South Carolina","2021-09-17",819204,11614
"South Dakota","2021-09-17",139956,2101
"Tennessee","2021-09-17",1178168,14332
"Texas","2021-09-17",3925136,61558
"Utah","2021-09-17",490985,2787
"Vermont","2021-09-17",31156,296
"Virginia","2021-09-17",827197,12242
"Washington","2021-09-17",620752,7201
"West Virginia","2021-09-17",219439,3370
"Wisconsin","2021-09-17",771872,8703
"Wyoming","2021-09-17",83958,918
"Alabama","2021-09-18",768301,13209
"Alaska","2021-09-18",100360,469
"Arizona","2021-09-18",1064346,19487
"Arkansas","2021-09-18",484317,7434
"California","2021-09-18",4636427,67880
"Colorado","2021-09-18",648642,7374
"Connecticut","2021-09-18",384342,8463
"Delaware","2021-09-18",127803,1920
"District of Columbia","2021-09-18",58851,1167
"Florida","2021-09-18",3528698,51240
"Georgia","2021-09-18",1525114,24577
"Hawaii","2021-09-18",75006,702
"Idaho","2021-09-18",242021,2636
"Illinois","2021-09-18",1590342,26979
"Indiana","2021-09-18",926604,15083
"Iowa","2021-09-18",434239,6401
"Kansas","2021-09-18",397842,5868
"Kentucky","2021-09-18",649691,8251
"Louisiana","2021-09-18",725637,13418
"Maine","2021-09-18",83909,982
"Maryland","2021-09-18",518061,10263
"Massachusetts","2021-09-18",790953,18445
"Michigan","2021-09-18",1109643,21997
"Minnesota","2021-09-18",681613,8076
"Mississippi","2021-09-18",473413,9214
"Missouri","2021-09-18",805334,11548
"Montana","2021-09-18",139712,1877
"Nebraska","2021-09-18",257787,2371
"Nevada","2021-09-18",410104,6845
"New Hampshire","2021-09-18",114322,1457
"New Jersey","2021-09-18",1131319,27182
"New Mexico","2021-09-18",244720,4675
"New York","2021-09-18",2366441,54865
"North Carolina","2021-09-18",1330492,15615
"North Dakota","2021-09-18",125598,1618
"Ohio","2021-09-18",1342777,21809
"Oklahoma","2021-09-18",592074,8440
"Oregon","2021-09-18",309841,3569
"Pennsylvania","2021-09-18",1375431,28842
"Rhode Island","2021-09-18",168449,2812
"South Carolina","2021-09-18",819204,11614
"South Dakota","2021-09-18",139956,2101
"Tennessee","2021-09-18",1178168,14332
"Texas","2021-09-18",3933083,61861
"Utah","2021-09-18",490985,2787
"Vermont","2021-09-18",31361,298
"Virginia","2021-09-18",827197,12242
"Washington","2021-09-18",620752,7201
"West Virginia","2021-09-18",221513,3370
"Wisconsin","2021-09-18",771872,8703
"Wyoming","2021-09-18",83958,918
"Alabama","2021-09-19",770391,13210
"Alaska","2021-09-19",100360,469
"Arizona","2021-09-19",1066803,19513
"Arkansas","2021-09-19",485056,7445
"California","2021-09-19",4642266,67966
"Colorado","2021-09-19",648642,7374
"Connecticut","2021-09-19",384342,8463
"Delaware","2021-09-19",128253,1920
"District of Columbia","2021-09-19",58851,1167
"Florida","2021-09-19",3528698,51240
"Georgia","2021-09-19",1525114,24577
"Hawaii","2021-09-19",75480,714
"Idaho","2021-09-19",242321,2636
"Illinois","2021-09-19",1590342,26979
"Indiana","2021-09-19",926604,15083
"Iowa","2021-09-19",434239,6401
"Kansas","2021-09-19",397842,5868
"Kentucky","2021-09-19",649691,8251
"Louisiana","2021-09-19",725637,13418
"Maine","2021-09-19",83910,984
"Maryland","2021-09-19",519097,10263
"Massachusetts","2021-09-19",790953,18445
"Michigan","2021-09-19",1109643,21997
"Minnesota","2021-09-19",681613,8076
"Mississippi","2021-09-19",473413,9214
"Missouri","2021-09-19",806720,11548
"Montana","2021-09-19",139712,1877
"Nebraska","2021-09-19",257787,2371
"Nevada","2021-09-19",410104,6845
"New Hampshire","2021-09-19",114322,1457
"New Jersey","2021-09-19",1133228,27190
"New Mexico","2021-09-19",244720,4675
"New York","2021-09-19",2373659,54904
"North Carolina","2021-09-19",1330492,15615
"North Dakota","2021-09-19",125797,1618
"Ohio","2021-09-19",1347205,21818
"Oklahoma","2021-09-19",592074,8440
"Oregon","2021-09-19",309841,3569
"Pennsylvania","2021-09-19",1379478,28858
"Rhode Island","2021-09-19",168449,2812
"South Carolina","2021-09-19",819204,11614
"South Dakota","2021-09-19",139956,2101
"Tennessee","2021-09-19",1178168,14332
"Texas","2021-09-19",3934628,61960
"Utah","2021-09-19",490985,2787
"Vermont","2021-09-19",31634,298
"Virginia","2021-09-19",827197,12242
"Washington","2021-09-19",620752,7201
"West Virginia","2021-09-19",223117,3370
"Wisconsin","2021-09-19",771872,8703
"Wyoming","2021-09-19",83958,918
"Alabama","2021-09-20",772311,13210
"Alaska","2021-09-20",102471,474
"Arizona","2021-09-20",1068823,19513
"Arkansas","2021-09-20",485452,7482
"California","2021-09-20",4650699,68019
"Colorado","2021-09-20",653465,7405
"Connecticut","2021-09-20",385788,8462
"Delaware","2021-09-20",128692,1920
"District of Columbia","2021-09-20",59563,1170
"Florida","2021-09-20",3528698,51884
"Georgia","2021-09-20",1536467,24772
"Hawaii","2021-09-20",75911,714
"Idaho","2021-09-20",243565,2649
"Illinois","2021-09-20",1598757,27072
"Indiana","2021-09-20",934586,15157
"Iowa","2021-09-20",434239,6401
"Kansas","2021-09-20",400293,5919
"Kentucky","2021-09-20",658231,8339
"Louisiana","2021-09-20",728831,13473
"Maine","2021-09-20",83910,984
"Maryland","2021-09-20",520236,10263
"Massachusetts","2021-09-20",795543,18455
"Michigan","2021-09-20",1117846,22034
"Minnesota","2021-09-20",684070,8086
"Mississippi","2021-09-20",476100,9270
"Missouri","2021-09-20",807762,11549
"Montana","2021-09-20",141339,1887
"Nebraska","2021-09-20",257787,2371
"Nevada","2021-09-20",412317,6880
"New Hampshire","2021-09-20",115401,1458
"New Jersey","2021-09-20",1134851,27202
"New Mexico","2021-09-20",246229,4689
"New York","2021-09-20",2377102,54927
"North Carolina","2021-09-20",1346316,15776
"North Dakota","2021-09-20",126018,1618
"Ohio","2021-09-20",1352104,21820
"Oklahoma","2021-09-20",598072,8440
"Oregon","2021-09-20",313161,3594
"Pennsylvania","2021-09-20",1382933,28864
"Rhode Island","2021-09-20",169350,2815
"South Carolina","2021-09-20",830260,11721
"South Dakota","2021-09-20",140402,2106
"Tennessee","2021-09-20",1190689,14441
"Texas","2021-09-20",3949052,62071
"Utah","2021-09-20",494378,2804
"Vermont","2021-09-20",31764,298
"Virginia","2021-09-20",836140,12312
"Washington","2021-09-20",628488,7271
"West Virginia","2021-09-20",224435,3424
"Wisconsin","2021-09-20",779767,8713
"Wyoming","2021-09-20",85499,918
"Alabama","2021-09-21",775531,13460
"Alaska","2021-09-21",103327,480
"Arizona","2021-09-21",1070757,19584
"Arkansas","2021-09-21",486853,7499
"California","2021-09-21",4658014,68087
"Colorado","2021-09-21",655244,7428
"Connecticut","2021-09-21",386182,8477
"Delaware","2021-09-21",128964,1927
"District of Columbia","2021-09-21",59712,1171
"Florida","2021-09-21",3528698,51889
"Georgia","2021-09-21",1543960,24951
"Hawaii","2021-09-21",76191,714
"Idaho","2021-09-21",245395,2662
"Illinois","2021-09-21",1601759,27094
"Indiana","2021-09-21",937221,15239
"Iowa","2021-09-21",437872,6401
"Kansas","2021-09-21",400314,5919
"Kentucky","2021-09-21",661586,8370
"Louisiana","2021-09-21",730099,13558
"Maine","2021-09-21",84542,1002
"Maryland","2021-09-21",521210,10309
"Massachusetts","2021-09-21",796925,18480
"Michigan","2021-09-21",1117846,22034
"Minnesota","2021-09-21",690391,8104
"Mississippi","2021-09-21",477769,9331
"Missouri","2021-09-21",809769,11747
"Montana","2021-09-21",142513,1901
"Nebraska","2021-09-21",260199,2379
"Nevada","2021-09-21",413547,6918
"New Hampshire","2021-09-21",115612,1462
"New Jersey","2021-09-21",1137016,27240
"New Mexico","2021-09-21",246639,4700
"New York","2021-09-21",2382450,54983
"North Carolina","2021-09-21",1350697,15811
"North Dakota","2021-09-21",126642,1626
"Ohio","2021-09-21",1358918,21820
"Oklahoma","2021-09-21",598556,8440
"Oregon","2021-09-21",314841,3624
"Pennsylvania","2021-09-21",1387872,28932
"Rhode Island","2021-09-21",169686,2816
"South Carolina","2021-09-21",832466,11828
"South Dakota","2021-09-21",141141,2109
"Tennessee","2021-09-21",1190689,14441
"Texas","2021-09-21",3967426,62402
"Utah","2021-09-21",495704,2829
"Vermont","2021-09-21",31911,301
"Virginia","2021-09-21",839475,12364
"Washington","2021-09-21",631023,7315
"West Virginia","2021-09-21",225772,3441
"Wisconsin","2021-09-21",783831,8731
"Wyoming","2021-09-21",86052,955
"Alabama","2021-09-22",778549,13665
"Alaska","2021-09-22",104574,481
"Arizona","2021-09-22",1072863,19658
"Arkansas","2021-09-22",488316,7528
"California","2021-09-22",4665065,68239
"Colorado","2021-09-22",656850,7441
"Connecticut","2021-09-22",386672,8484
"Delaware","2021-09-22",129231,1929
"District of Columbia","2021-09-22",59849,1171
"Florida","2021-09-22",3527250,51892
"Georgia","2021-09-22",1548683,25133
"Hawaii","2021-09-22",76521,726
"Idaho","2021-09-22",246749,2687
"Illinois","2021-09-22",1605320,27132
"Indiana","2021-09-22",941120,15315
"Iowa","2021-09-22",440680,6483
"Kansas","2021-09-22",402810,5923
"Kentucky","2021-09-22",665994,8422
"Louisiana","2021-09-22",732005,13657
"Maine","2021-09-22",85156,1007
"Maryland","2021-09-22",522355,10332
"Massachusetts","2021-09-22",798905,18504
"Michigan","2021-09-22",1125564,22127
"Minnesota","2021-09-22",692029,8118
"Mississippi","2021-09-22",479326,9353
"Missouri","2021-09-22",811880,11765
"Montana","2021-09-22",143826,1914
"Nebraska","2021-09-22",261080,2382
"Nevada","2021-09-22",414371,6948
"New Hampshire","2021-09-22",115957,1466
"New Jersey","2021-09-22",1139367,27264
"New Mexico","2021-09-22",247353,4719
"New York","2021-09-22",2387008,55028
"North Carolina","2021-09-22",1356985,15941
"North Dakota","2021-09-22",127283,1628
"Ohio","2021-09-22",1365800,21820
"Oklahoma","2021-09-22",600800,8715
"Oregon","2021-09-22",317107,3650
"Pennsylvania","2021-09-22",1392266,28998
"Rhode Island","2021-09-22",168426,2817
"South Carolina","2021-09-22",834880,11913
"South Dakota","2021-09-22",141745,2110
"Tennessee","2021-09-22",1199956,14669
"Texas","2021-09-22",3983098,62801
"Utah","2021-09-22",497428,2841
"Vermont","2021-09-22",32079,301
"Virginia","2021-09-22",843212,12409
"Washington","2021-09-22",633278,7373
"West Virginia","2021-09-22",227506,3467
"Wisconsin","2021-09-22",787097,8754
"Wyoming","2021-09-22",86594,955
"Alabama","2021-09-23",781915,13798
"Alaska","2021-09-23",105893,488
"Arizona","2021-09-23",1075876,19727
"Arkansas","2021-09-23",489856,7548
"California","2021-09-23",4672284,68380
"Colorado","2021-09-23",658906,7456
"Connecticut","2021-09-23",387263,8483
"Delaware","2021-09-23",129874,1942
"District of Columbia","2021-09-23",60018,1172
"Florida","2021-09-23",3531465,53105
"Georgia","2021-09-23",1553236,25338
"Hawaii","2021-09-23",76966,738
"Idaho","2021-09-23",248094,2719
"Illinois","2021-09-23",1608825,27176
"Indiana","2021-09-23",944708,15343
"Iowa","2021-09-23",441183,6483
"Kansas","2021-09-23",402844,5924
"Kentucky","2021-09-23",670084,8466
"Louisiana","2021-09-23",733522,13702
"Maine","2021-09-23",85872,1009
"Maryland","2021-09-23",523760,10348
"Massachusetts","2021-09-23",800909,18527
"Michigan","2021-09-23",1125564,22127
"Minnesota","2021-09-23",694320,8142
"Mississippi","2021-09-23",481397,9395
"Missouri","2021-09-23",814004,11794
"Montana","2021-09-23",145000,1930
"Nebraska","2021-09-23",261080,2382
"Nevada","2021-09-23",415424,6983
"New Hampshire","2021-09-23",116710,1469
"New Jersey","2021-09-23",1141619,27288
"New Mexico","2021-09-23",248075,4735
"New York","2021-09-23",2392060,55066
"North Carolina","2021-09-23",1362938,16012
"North Dakota","2021-09-23",127912,1628
"Ohio","2021-09-23",1373275,21820
"Oklahoma","2021-09-23",603161,8715
"Oregon","2021-09-23",318914,3661
"Pennsylvania","2021-09-23",1397755,29030
"Rhode Island","2021-09-23",170293,2820
"South Carolina","2021-09-23",838079,11957
"South Dakota","2021-09-23",142330,2116
"Tennessee","2021-09-23",1203930,14732
"Texas","2021-09-23",3994501,63253
"Utah","2021-09-23",499026,2860
"Vermont","2021-09-23",32368,301
"Virginia","2021-09-23",846979,12463
